job_id,job_id_platform,role,company,location,posted_time,url,job_desc,salary,work_type,country,salary_min_cleaned,salary_max_cleaned
59,85269477,Data Engineer,ICS Compute,Kebayoran Lama,2025-06-30 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85269477,"Job Description; Develop ETL/ELT pipelines using tools like AWS Glue, Airflow, or DBT.; Integrate data from APIs, databases, files, and streams into data lakes or warehouses.; Deliver analytics- ready datasets with strong SQL and schema design (Star/Snowflake).; Maintain data quality using validation tools such as Great Expectations or Collibra.; Optimize infrastructure with Redshift, BigQuery. Athena, and partitioning techniques.; Apply data security and compliance practices (IAM, encryption, masking).; Minimum Qualifications; Bachelor's degree in Computer Science, Information Systems (Is). Informatics Engineering, Mathematics, or a related field.; Minimum 2 to 3 years of experience as a Data Engineer, particularly in building data pipelines and integrations in cloud environments.; Strong understanding of cloud-based data architecture and modern ETL/ELT processes.; Proficient in SQL and familiar with data modeling and schema design.; Excellent problem-solving, communication, and collaboration skills.; Ability to work effectively in cross-functional teams and fast-paced environments.",,Full time,indonesia,,
43,85530089,Digital Transformation Engineer,PT Mattel Indonesia,Cikarang,2025-07-07 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85530089,"What You’ll Be Involved In:; Supporting Digital Implementation with Minimal Disruption; Help ensure smooth digital adoption across manufacturing operations, while minimizing impact on day-to-day processes.; Assisting in Technology Integration; Work closely with teams to support the integration of new technologies into existing legacy systems.; Contributing to Change Management Efforts; Collaborate with stakeholders to promote acceptance of new tools and processes, especially among those less familiar with digital systems.; Keeping Up with Technological Trends; Stay informed about emerging technologies and assist in evaluating their relevance to the manufacturing environment.;  What We’re Looking For:; Minimum of a Diploma in Engineering, Computer Science, Information Systems, or a related field.; Experience working in a manufacturing environment or with IT/OT systems integration is a strong plus.; You’ll Be a Great Fit If You Have:; A solid technical foundation and curiosity to learn new systems.; Basic project coordination skills – able to stay organized and support ongoing initiatives.; Good communication and teamwork – comfortable working with people from different departments and backgrounds.; Familiarity with Microsoft Excel, databases, or data visualization tools like Power BI or Tableau is a big advantage.",,Full time,indonesia,,
79,85133673,Electronics Engineer (Electronic Component & Automotive Engineer),PT LG Innotek Indonesia,Bekasi,2025-06-24 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85133673,"PT. LG INNOTEK INDONESIA; Manufacturing Industrial Company which produces electronic and automotive components, originates from South Korea and is part of the LG Group.; We are currently opening job vacancies to become part of our team as:;  Electronics Engineer (Electronic Component & Automotive Engineer); Requirement :; Maximum age 30 years old; Bachelor's degree in Electrical Engineering, Electronics Control System Sub-major (Sarjana Elektro jurusan Arus Lemah/ Micro Controller). Min. GPA 3.00; Fresh graduate are welcome to apply; Understand and comprehend basic electronic components and be able to analyze electronic circuits; Able to create PCB Artwork (experienced with PADs Software or similar software); Familiar with production machines; Understand and comprehend the product design process (Product Design Process); Able to speak English both spoken and written. Have a TOEIC certificate with a minimum score of 120 or a minimum TOEFL score of 450; Familiar with the ""Goal Oriented"" work system and high work ethic; Willing to be placed in Cikarang / Kab. Bekasi, West Java Province; Preferably have the following abilities; Familiar with programing language (C++, Phyton, Visual C etc.); Experienced in manufacturing factory for 2 years as Engineer; Domiciled in the area around the City / District. Bekasi; Job Responsibilities; Machine programing, Process Improvement, Technical issue troubleshooting; Give guidance to machine technicians in optimizing production machine performance; As staff, you have to provide weekly reports to Supervisor engineer",,Full time,indonesia,,
84,85105322,Sales Engineer Data Center,PT Westindo Esa Perkasa,North Jakarta,2025-06-23 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85105322,"Gambaran Umum Pekerjaan; Kami sedang mencari Sales Engineer Data Center yang berpengalaman dan berdedikasi untuk bergabung dengan tim kami di PT Westindo Esa Perkasa. Dalam peran ini, Anda akan menjadi bagian penting dari upaya kami untuk memperluas portofolio layanan data center kami dan memberikan solusi yang disesuaikan bagi pelanggan kami di Jakarta dan sekitarnya. Sebagai Sales Engineer Data Center, Anda akan menggunakan keahlian teknis dan keterampilan penjualan Anda untuk mengidentifikasi dan memenuhi kebutuhan pelanggan secara efektif.; Tanggung Jawab Utama; - Memahami secara mendalam produk dan layanan data center perusahaan untuk dapat memberikan rekomendasi yang tepat bagi pelanggan.; - Mengidentifikasi peluang bisnis baru dan mengembangkan hubungan dengan pelanggan potensial untuk memperluas pangsa pasar.; - Menganalisis persyaratan teknis pelanggan dan mengembangkan proposal solusi yang disesuaikan.; - Memberikan presentasi dan demonstrasi produk yang menarik untuk meyakinkan pelanggan.; - Memantau perkembangan proyek dan mengelola hubungan pelanggan secara efektif.; - Berkoordinasi dengan tim teknis internal untuk memastikan implementasi yang lancar dan dukungan purna jual yang unggul.; Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan; - Gelar sarjana dalam bidang teknik, teknologi informasi, atau disiplin ilmu terkait.; - Minimal 5 tahun pengalaman dalam peran penjualan atau teknis di industri data center atau teknologi informasi.; - Pemahaman yang mendalam tentang teknologi, sistem, dan infrastruktur data center.; - Keterampilan komunikasi yang sangat baik, kemampuan presentasi yang meyakinkan, dan kemampuan bernegosiasi yang kuat.; - Pengetahuan tentang tren industri dan kemampuan untuk mengidentifikasi solusi inovatif bagi pelanggan.; - Kemampuan untuk bekerja dalam tim dan berkolaborasi dengan pemangku kepentingan internal dan eksternal.; Manfaat Utama Perusahaan; - Paket kompensasi yang kompetitif, termasuk gaji yang menarik; - Kesempatan untuk pertumbuhan karier melalui pelatihan dan pengembangan profesional yang berkelanjutan.; - Lingkungan kerja yang dinamis dan kolaboratif, dengan dukungan tim yang berdedikasi.; - Tunjangan kesehatan yang komprehensif dan program kesejahteraan karyawan.; - Fleksibilitas dalam pengaturan jam kerja dan opsi kerja jarak jauh.; Tentang Kami; PT Westindo Esa Perkasa adalah penyedia solusi data center terkemuka di Indonesia. Selama lebih dari 20 tahun, kami telah membantu perusahaan-perusahaan di berbagai sektor untuk mengelola infrastruktur data mereka secara efisien dan aman. Kami bangga dengan inovasi dan keunggulan teknis yang kami hadirkan, serta komitmen kami untuk memberikan pengalaman pelanggan yang luar biasa.; ; Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis dan berdedikasi, silakan lamar sekarang.",Rp 10.000.000 – Rp 15.000.000 per month,Full time,indonesia,10000000,15000000
17,85778401,Data Center Facility Engineer,PRO-MATRIX PTE LTD,South Cikarang,2025-07-15 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85778401,"Roles & Responsibilities:; 24 shift duty at Client’s Data center  Data Center space, 5000m² (Including Data Hall, NOC room, Meeting Room, Staging room, Storage Room, BCP room, Loading bay, etc.); Ensuring availability for Client to log Incidents, Problems, Change Requests and Service Requests by phone or email 24 hours per day, 365 days a year.; Monitor for the availability of facility and equipment items within a 24/7 Service Calendar.; Assist Assistant DC Manager / DC Facility Supervisor to manage day to day FM operations of accounts.; Ensure fulfilment of scheduled commitments for FM teams.; Ensure good planning and execution of service schedules.; Assist in training staff members on proper work processes, operating procedures, equipment servicing, etc., and manage FM engineers’ technical competencies.; Manage Staff deployment and attendance administration.; Motivate site staff and ensure safe & conducive work environment.; Manage customers’ expectation and deliverables, and establish rapport for long term customer relationship.; Manage onsite vendors and ensure timely and quality work.; Provides solution proposals to clients for issues encountered onsite.; Provide support to other FM site Teams for any emergency situation.; Ensure continuous site improvements in areas of M&E Infrastructure, green initiatives and operational processes.; Responsible for FM Quotation submission and obtain of Vendor quotation.; Ensure tool box / daily ops meeting to be conducted c/w MOM.; To provide regular support to update of the Asset Management, Risk Management, Incident Management, Weekly Report, Monthly Report and Quarterly Report.; Review and provide close support to the onsite team to generate the Lifecycle replacement program, create opportunities to meet sales revenue targets.; Any other duties assigned by Manager (FM)/ DC Facility Supervisor.;  What will make you successful:; Candidate must possess at Diploma or Bachelor’s degree in Engineering, Electronics, or a related field.; Required language(s): Bahasa Indonesia, English.; Minimum of 2 years of experience as a maintenance or technician on building facilities or data center environment.; Proficiency in diagnosing and troubleshooting issues.; Independent and possess initiative.; Good communication and interpersonal skills.; Willing to be placed at the project site.; Willing to work on shifts.",,Kontrak/Temporer,indonesia,,
41,85563748,IT Data Engineer,PT ABC KOGEN DAIRY,South Jakarta,2025-07-08 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85563748,"Job Description; 1. Designing, developing, and maintaining data pipelines for ETL processes and orchestration workflows.; 2. Creating and managing data visualization dashboards to support business decision-making.; 3. Performing data cleansing and validation to ensure data quality and reliability.; 4. Developing and maintaining simple web applications to facilitate data input processes.; 5. Collaborating closely with other IT teams to ensure integrated and complementary system solutions.; Job Qualifications; 1. Minimum Bachelor's degree in Computer Science, Information Systems, Data Engineering, or a related field.; 2. At least 2 years of experience in a similar role, preferably in data engineering or a related domain.; 3. Proficient in core Data Engineering technologies such as Apache Airflow, SQL, and Python.; 4. Strong understanding and hands-on experience with ETL processes and data orchestration.; 5. Excellent communication skills, with a proactive and collaborative work attitude.; 6. Willing to travel and work in different locations.; 7. Placement in Tebet, South Jakarta.",,Full time,indonesia,,
34,85631473,Junior Backend Developer / Engineer – Data Platform Focus,My Free Course,Bali,2025-07-10 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85631473,"Junior Backend Developer / Engineer – Data Platform Focus; (Remote, Full-Time, 3-Month Fixed-Term Contract); Are you passionate about data platforms and eager to build your backend development career in a supportive, fast-growing environment? Do you thrive on working with databases, APIs, and backend technologies, especially when it comes to processing, sorting, and organising large data sets?; My Free Course, a rapidly growing EdTech start-up, is looking for a Junior Backend Developer / Engineer with hands-on experience in data platform development to join our remote team. This role is ideal for someone with solid technical foundations who is ready to grow, learn, and make a real impact.; About Us; We are an innovative educational platform committed to making fully funded learning accessible to all.; The Role; In this role, you will focus on building and maintaining the backend systems and data platforms that power our services. You will design and implement solutions that process, organise, and optimise data, making it accessible, reliable, and scalable.; This position requires a team player with strong English communication skills, an eagerness to collaborate, and an organised, detail-oriented mindset.; Key Responsibilities; Develop and maintain data platforms to efficiently process, organise, and manage large datasets.; ; Build backend systems that collect, sort, and serve data to other services and stakeholders.; ; Write clean, well-documented code in Python.; ; Create and maintain APIs for data transfer and integrations (RESTful APIs required).; ; Work with databases such as PostgreSQL, MySQL, and MongoDB to design robust data structures.; Optimise queries and database performance for speed, scalability, and security.; Collaborate closely with other developers, product teams, and designers to align backend development with business goals.; Use Node.js, JavaScript, and TypeScript where required for backend tools or microservices.; Assist with data pipeline creation and automation to handle data ingestion and processing.; Monitor backend systems, troubleshoot issues, and continuously improve reliability.; Required Skills & Experience; 1–2 years of backend development experience, including working with data platforms or large datasets.; ; Strong experience with Python for backend development and data manipulation.; Solid knowledge of database technologies (e.g., PostgreSQL, MySQL, MongoDB) and query optimisation.; Demonstrated experience building and maintaining APIs (RESTful).; Basic familiarity with Node.js, JavaScript, and TypeScript for backend support tasks.; Understanding of data structures, database indexing, and data processing best practices.; A collaborative mindset (must be a team player) and excellent English communication skills—both written and verbal.; Strong organisational skills and the ability to manage and document complex systems clearly.; Eagerness to learn and grow within a supportive team environment.; ; Desirable (Nice to Have); Familiarity with cloud services (e.g., AWS, GCP, Azure) for data storage or processing.; Experience with containerisation tools (e.g., Docker) and CI/CD pipelines.; Prior experience working within EdTech, e-learning, or educational platforms.; Exposure to data pipeline tools .; ; Minimum Infrastructure Requirements; Internet speed: Minimum 30 Mbps.; Computer: Minimum Windows 10 with 8 GB RAM or equivalent.; A quiet, secure remote working environment.; ; What We Offer; A competitive salary for a junior-level position.; Full-time, fully remote work with flexibility within core hours.; The chance to work on a high-impact, meaningful project with real-world learners.; A supportive team culture focused on growth, collaboration, and innovation.; 25 days of paid annual leave, plus 1 additional birthday leave (pro-rated to contract length).; Health contribution allowance.; Annual in-person team meet-up (optional for fixed-term contracts).; Three-month fixed-term contract, with clear potential for extension if you demonstrate strong performance and fit well within the team.; Starting Salary: £350–£400 per month (depending on experience and technical proficiency); Schedule:; Monday – Friday; 8:00 am - 4:00 pm UK time (8-hour working shift with a 30-minute break); Education:; Bachelor’s degree in Computer Science, ; Software Engineering; or equivalent practical experience; Experience:; 1–2 years in backend development, with proven experience in data platform development and database handling.; Work Location: Remote; Application Deadline: Ongoing; Expected Start Date: To be confirmed; ; ; Are you ready to grow your backend development career by building cutting-edge data platforms in a collaborative, mission-driven team? We would love to hear from you!","$4,000 – $6,000 per year (USD)",Full time,indonesia,4000,6000
67,85235361,Data Management & Integration Specialist,PT Cybertrend Intrabuana,Pasar Minggu,2025-06-27 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/85235361,"About the Role; We are SmartCyber, member of Cybertrend, one of the leader data science consultants in Indonesia.; At CYBERTREND, Delivery Department is one of our core capabilities in realizing solutions for clients. As DATA MANAGEMENT & INTEGRATION SPECIALIST, you will be part of the core team, in ensuring that our product and solution delivered to customers are designed and developed with highly scalable, reliable and maintainable system.  Along with owning the entire life cycle of all CYBERTREND’s projects, preparing data to be consumed by Data Analyst and Data Scientist.; We are looking someone with:; A Bachelor’s degree with a major in Computer Science, Informatics, Engineering, or Mathematics; At least 4 years of work experience as a Data Engineer or Big Data Engineer; Strong knowledge of DBMS (e.g. Postgree, MySQL, SQL Server, etc); Strong knowledge of ETL tools (e.g. SSIS, Data Stage, Informatica, Pentaho, Talend, etc); Strong analytical skills with the ability to collect, organize, analyze, and present information with attention to detail and accuracy; The work you’ll do:; Perform data exploration, data cleansing, data integration, data management & governance; Perform data modelling based on customer needs; Perform query testing on large datasets, and define the best practices of data query style to meets business requirement; Perform fine tunning for enterprise data management workflow; What Cybertrend can offer you:; The unique opportunity to work within data science and artificial intelligence solution for various industries – real world data science, AI , Data Management and Governance experiences; Investment in your personal growth and skill development (clear career paths, mentorship and coaching, learning development, etc); Attractive compensation and benefits packages; An open-minded culture with innovative, autonomous teams; A clear set of company core values that guide everything we do: GROWTH mindset, SOLUTION oriented, INNOVATIVE achiever, COMPASSIONATE, GOTONG ROYONG and Cool & FUN",,Full time,indonesia,,
100,85033491,IT Data Engineer Specialist,PT Bussan Auto Finance (BAF),South Jakarta,2025-06-19 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85033491,"Join our team as an IT Data Engineer Specialist and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.; Key Responsibilities:; Design, develop, and maintain data transformation processes to cleanse, transform, and aggregate data within the data warehouse.; Optimize and streamline data workflows to ensure efficient processing and storage.; Collaborate with data analysts and business stakeholders to understand data requirements and implement the right data transformations.; Develop and maintain database schemas, tables, and views to support reporting and analytics needs.; Implement data governance policies to ensure data quality, security, and compliance.; Monitor and maintain system performance, troubleshoot issues, and optimize scalability and efficiency in the data warehouse and data pipelines.; Qualifications:; Minimum 3 years of experience in data engineering or a related field.; Strong understanding of data transformation and warehousing concepts and have skill about Python, Bash Linux, SQL Server, PostgresSQL, Docker, Apache Airflow; Familiarity with data governance and security best practices.; Excellent analytical and problem-solving skills.",,Full time,indonesia,,
26,85707487,Cloud & AI Infrastructure Solution Engineer,Microsoft,Jakarta,2025-07-14 16:45:02.000000 UTC,https://id.jobstreet.com/id/job/85707487,"Overview; Why Microsoft :; Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.;  The Purpose Of This Role:; The main goal of Microsoft Solution Engineer (SE) is to win the technical decision of customers to purchase and use our technology. The SE is expected to be able to both own and win customers’ technical decisions, as well as find new opportunities through their contacts and engagements for sales specialists to pursue. As a SE, you work within a virtual team of technical, partner and consulting resources to help educate your customers at a technical level, demonstrate, and prove our solutions, and win the technical decision, allowing the team to achieve/exceed quarterly sales targets in your accounts. Being part of this team will allow you to maintain and develop your deep technical expertise across Microsoft and non-Microsoft cloud-based technologies.; ; Proven track record of building deep technical relationships with senior executives. Experience in managing various stakeholder relationships to get consensus on solution/projects. The ability to influence and build relationships across technical and business teams. Demonstrates executive presence, presentation skills, deep technical product demo abilities, written and verbal communication skills. Works cohesively with customers, the Microsoft account team, and Microsoft partners. Helps others succeed by identifying and promoting solutions and strategies. Experience in creating Proof of Concepts (PoCs), Minimum Viable Products (MVPs) for customers that lead to production deployments.;  The Impact You’ll Be Making:; As a Cloud & AI Solution Engineer for the Azure Platform, you will play a key role in helping customers modernize their infrastructure and unlock the full value of Microsoft’s cloud. You will work directly with technical and business stakeholders to design and implement secure, scalable, and resilient architectures that support AI workloads and business-critical applications. ; You bring deep expertise in migrating core workloads—including Windows, SQL Server, Linux, PostgreSQL, and Oracle—to Azure. Beyond migration, you lead customers through modernization using the 6R strategy, containerization best practices, and Azure-native services like AKS and Arc, while exploring how AI and intelligent agents can accelerate legacy transformation.  ; You also apply strong networking knowledge to design hybrid and cloud-native solutions, including virtual networks, VPNs, and secure routing architectures that meet enterprise performance and compliance needs. You complement this with trusted partner solutions like NetApp, VMware, RedHat, and SAP to ensure a secure, optimized, and scalable migration experience. ; As you join the team, You will have the opportunity to grow your technical expertise with access to a wide range of Microsoft learning resources—including support for earning industry-recognized certifications across Azure infrastructure, security, and AI. ;  ; With a solid understanding of Azure security services and compliance frameworks you will help customers meet regulatory requirements and build Cloud environments that are ready for the future. ; Qualifications; Required Qualification:; 6+ years technical pre-sales or technical consulting experience; OR Bachelor's Degree in Computer Science, Information Technology, or related field AND 4+ years technical pre-sales or technical consulting experience; OR Master's Degree in Computer Science, Information Technology, or related field AND 3+ year(s) technical pre-sales or technical consulting experience; OR equivalent experience; Proven experience in cloud infrastructure, including migration of workloads such as Windows, SQL, Linux, and PostgreSQL.; Experience designing or selling solutions involving hybrid networking, secure connectivity, or network performance optimization in enterprise environments.; Hands-on experience with Azure Kubernetes Service (AKS), App Platform, and containerization strategies.; Strong understanding of Azure services, including security, compliance, and hybrid cloud scenarios.; Ability to engage technical and business stakeholders to design and deploy scalable, secure cloud solutions. ;  Preferred Qualifications:; 6+ years technical pre-sales, technical consulting, or technology delivery, or related experience; OR equivalent experience; 4+ years experience with cloud and hybrid, or on premises infrastructure, architecture designs, migrations, industry standards, and/or technology management; Familiarity with enterprise platforms such as SAP, Oracle, and ISVs like NetApp, VMware, and RedHat.; Knowledge of regulatory frameworks such as GDPR, HIPAA, and Public Sector compliance standards. ; Responsibilities; Drive technical sales by using technical demos, proofs of concept, and technical architecture accelerators to influence solution design and enable deployments.; Lead architecture sessions and technical workshops to accelerate Azure adoption.; Build trusted relationships with platforms leads to co-design secure, scalable solutions.; Resolve technical blockers by collaborating with engineering and sharing customer insights.; Maintain expertise in cloud migration (Windows, SQL, Linux, PostgreSQL, app workloads), resiliency, security, and compliance.; Deepen knowledge of enterprise apps (SAP, Oracle) and Azure VMware Solution (AVS).; Represent Microsoft in customer forums and technical communities through thought leadership.",,Full time,indonesia,,
31,85646168,Middle Infrastructure and Cloud Engineer,PT. AQ Business Consulting Indonesia (AsiaQuest Indonesia),Kemayoran,2025-06-19 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85646168,"This position involves creating and maintaining CI/CD pipelines, enhancing application monitoring and containerization, and strengthening cloud-native deployment. You’ll also build internal automation tools, collaborate with development and infrastructure teams, and participate in the entire delivery lifecycle. Adhering to development standards and addressing daily production issues is essential.; Requirements:; 3+ years of application deployment and operations experience on cloud platforms (AWS, GCP, Azure, etc.); Experience creating and maintaining CI/CD pipelines; Experience with monitoring tools (Prometheus, Grafana, ELK Stack, etc.); Working experience with container technologies such as Docker, Kubernetes, etc.; Experience with scripting languages such as Python, Bash, etc.; Experience with infrastructure code (Terraform, CloudFormation, Ansible, etc.); Advanced troubleshooting skills and problem solving abilities; Communication skills to work collaboratively with team members; Project management skills(optional); Documentation skills; Experience in customer proposal/pre-sale; Experience with AI, ML and data lake implementation(optional); Experience in handling cases in English or Japanese",,Full time,indonesia,,
44,85436252,Data Engineer,Sibernetik Integra Data,South Jakarta,2025-07-03 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85436252,"Responsibilities :; Create and maintain optimal data pipeline architecture; Assemble large, complex data sets that meet functional / non-functional business requirements.; Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.;  Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and On-prem/ Cloud technologies.; Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics; Qualifications :; 2-4 years of experience as a data engineer.; Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.; ETL tools knowledge is required.; Experience building and optimizing big data pipelines, architectures and data sets.; Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.;  Strong analytic skills related to working with unstructured datasets.; Build processes supporting data transformation, data structures, metadata, dependency and workload management.; A successful history of manipulating, processing and extracting value from large disconnected datasets.",,Kontrak/Temporer,indonesia,,
56,85312838,Data Engineer - Banking Syariah Industry,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta,2025-07-01 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85312838,"Qualification :; 1. Pengalaman minimal 3 tahun sebagai Data Engineer atau business intelegence.; 2. Memiliki pengetahuan Data Engineering, ETL tools, dan konsep Datawarehouse.; 3. Menguasai bahasa pemrograman Python.; 4. Mengenal environment cloud AWS (Glue, Redshift, StepFunction, S3, Athena).; 5. Menguasai database SQL Server, MySQL, Postgre.; 6. Memahami konsep Data Visualization (Tableau).; 7. Menguasai sistem operasi Window dan Linux.; 8. Memahami konsep CI/CD deployment.; Job Description:; 1. Analisa dan Develop ETL(python) dari source system ke downstream datawarehouse (AWS Cloud) ataupun dari datawarehouse ke upstream (aplikasi); 2. Design datawarehouse dan datamart modelling (banking); 3. Dokumentasi FSD, Implan; 4. Analisa data dari bank regulatory (OJK,BI), external dan internal source system",,Kontrak/Temporer,indonesia,,
103,85022201,Senior Presales (Private Cloud Data Center),PT Nusantara Compnet Integrator,West Jakarta,2025-06-19 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85022201,"Job Description :; Gathering information from customer to identify customer’s needs; Analyzing, developing, and proposing technical solutions (technology and equipments); Making design, bill of material, scope of works, schedule and proposal; Delivering presentation about technical solutions to customer; If needed, doing demo or proof of concept; Coordinating with external parties (vendors, principals, distributors) to obtain required information (price, demo equipment, technical specifications) to provide technical solutions; Coordinating with other department to provide required information before the project begin; Provide mentoring and training to Presales team; Requirements :; Min S1 graduate from IT, Information System, Telecommunication Engineering, or Computer Engineering; Having minimum of 3 years experience as Presales Engineer or similar; In-depth understanding of Data Center & Hybrid Cloud concepts; Have knowledge & experience for virtualization (VMware); Have knowledge & experience for Containers & Orchestration (Docker , Kubernetes , Openshift); Have knowledge & experience for Automation & Infrastructure as Code (Ansible , Terraform); Knowledge and experience with Monitoring & Observability (ELK Stack , Prometheus , Grafana , ManageEngine , Dynatrace) is a plus; Knowledge and experience with Cloud Management Platforms (CloudBolt , Morpheus) is a plus; Knowledge and experience with Microsoft Windows Server environments, including Active Directory and related services , and also Microsoft 365; Having excellent communication, presentation, reporting, negotiation skill and good in English; Fast learner, proactive, and detail-oriented; Able to work independently and collaboratively across departments",,The Advertiser did not show the work type,indonesia,,
129,80163466,Cloud Security Consultant/Engineer,PT Accenture,Jakarta,2025-06-17 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/80163466,"Responsibilities:; Design, implement and manage security solutions for cloud environments (e.g., AWS, Azure, Google Cloud); Identify business requirements and corresponding cloud-based solutions to stakeholders and clients; Reviewing cloud architecture and configurations to ensure compliance with security best practices and industry standards; Plan and deliver legacy infrastructure transformation and migration to drive next-generation business outcomes with security in mind; Collaborating with clients to develop and implement effective cloud security strategies; Develop and enforce cloud security policies, standards and best practices; Identifying and evaluating security risks associated with cloud deployments; Designing and implementing secure cloud architectures that align with organizational security requirements; Integrating security measures into the overall cloud infrastructure design; Ensuring that cloud deployments comply with relevant regulatory requirements and industry standards; Requirements:; Must possess a Bachelor's degree in Computer Science, Information Technology, or a related field; Possess an advanced certifications (e.g., CISSP, CCSP, AWS Certified Security) are a plus; Minimum 3 years of working experience in cloud security or a related field; Hands-on experience with major cloud platforms such as AWS, Azure, or Google Cloud; Strong understanding of cloud security principles, architectures, and best practices; Proficiency in security assessment tools and methodologies; Excellent communication and interpersonal skills; Relevant certifications in cloud security and information security are highly desirable.; Ability to analyze complex security issues and provide effective solutions; Proactive and self-driven, with a focus on continuous improvement; About Accenture; Accenture is a leading global professional services company that helps the world’s leading organizations build their digital core, optimize their operations, accelerate revenue growth and enhance services—creating tangible value at speed and scale. We are a talent- and innovation-led company with 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com ; Equal Employment Opportunity Statement; All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.; Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.; Accenture is committed to providing veteran employment opportunities to our service men and women.",,Full time,indonesia,,
6,85843728,API Platform Engineer,PGI Data,Kebayoran Lama,2025-07-17 02:17:33.000000 UTC,https://id.jobstreet.com/id/job/85843728,"Job Description; What you'll be doing; Platform Implementation; Deploy, configure, and maintain IBM API Connect components (Manager, Gateway, Developer Portal, Analytics); Register and configure Gateway Services, catalogs, and products; API Lifecycle; Define API Products, Plans, and Subscriptions; Implement and test API security policies (OAuth2, API key, mTLS); Manage API versioning, deprecation, and migration strategies; Security & Access Control; Implement role-based access (RBAC) for APIs and Dev Portal; Monitoring & Analytics; Enable and tune API Analytics for traffic, latency, errors, and usage patterns; Support monetization with accurate usage reporting; Integrate with logging and monitoring tools (e.g., ELK, Prometheus); Monetization Support; Collaborate with DevOps and developers to integrate Stripe for API billing; Automate app approval and plan assignment workflows; Support monetization microservices with management APIs; Documentation & Support; Maintain configuration, deployment, and policy documentation; Provide L3 support for API developers and integrators; Deliver training for consumers and internal teams; Minimum Qualifications; What we're looking for; 2-5 years experience in API Management platforms, with 2+ years in IBM API Connect; IBM certified solution developer - API Connect v10 (Gateway, Manager, Portal, Analytics); Experience with IBM DataPower Gateway configuration and debugging; Experience developing SNAP BI; Experience with Stripe billing integration or API monetization models; Knowledge of financial compliance or regulated environments; Prior experience in HA/multi-cluster environments (OpenShift/K8s a plus); Familiarity with API design principles, protocols, and best practices (e.g., REST APIs, OpenAPI/Swagger 3.0); Experience managing API gateway technologies, developer Portals, and OAuth Integrations; Strong understanding of API versioning, security, and authentication mechanisms; Ability to write clean, maintainable, and well-documented code; Experience with CI/CD tools (GitHub Actions, GitLab, Jenkins); Experience with Docker, Kubernetes and Helm; Experience with OAuth2, JWT, mTLS, LDAP, OIDC; Excellent problem-solving and critical thinking skills",,Kontrak/Temporer,indonesia,,
